,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,monthlycharges,totalcharges,churn,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check
3654,0,0,1,0,28,1,0,1,0,2,2,0,0,2,0,89.9,2433,0,0,0,1,0,0
3655,0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,19.4,641,0,0,0,0,0,0
3656,1,1,1,0,49,1,0,0,0,2,0,0,0,0,0,49.8,2398,0,0,1,0,0,1
3657,0,0,1,1,37,1,2,2,1,1,1,1,1,1,1,24.1,861,0,0,1,0,0,0
3658,0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,54.25,583,0,0,0,0,1,0
3659,1,0,1,0,67,1,2,1,2,2,2,0,2,2,0,109.9,7332,0,1,0,1,0,0
3660,1,0,0,0,7,0,1,0,0,0,2,2,0,0,1,35.5,249,0,1,0,1,0,0
3661,0,0,0,0,51,1,0,1,0,0,0,0,2,2,0,87.55,4475,0,1,0,1,0,0
3662,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,45.15,416,1,0,0,0,1,0
3663,0,0,0,0,9,1,0,1,0,0,0,0,2,2,1,88.4,788,0,0,0,0,0,1
3664,1,0,0,0,4,1,0,0,0,0,0,2,0,0,1,50.8,202,0,0,0,0,0,1
3665,1,0,1,0,71,1,2,1,2,2,2,0,2,0,1,99.0,6994,0,0,1,0,1,0
3666,0,0,1,1,50,1,2,1,0,0,0,0,2,0,1,84.4,4116,1,0,0,0,0,0
3667,0,1,1,1,24,1,0,1,0,0,2,0,2,2,1,96.55,2263,0,0,1,0,1,0
3668,1,0,1,0,22,1,0,0,2,0,0,0,2,0,1,59.75,1374,0,1,0,0,0,0
3669,1,0,0,0,44,1,2,1,2,2,2,0,2,2,1,111.5,4915,0,0,0,0,1,0
3670,0,0,1,1,33,1,2,2,1,1,1,1,1,1,0,24.25,838,0,0,0,0,0,0
3671,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,75.1,75,1,0,0,0,1,0
3672,0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,70.15,3715,1,1,0,1,0,0
3673,1,0,0,0,42,1,2,1,0,2,0,0,2,2,1,101.75,4273,1,0,0,0,1,0
3674,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.8,45,1,0,0,0,1,0
3675,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,20.5,20,0,0,0,0,0,1
3676,1,0,0,0,30,1,0,0,2,2,0,2,2,0,0,70.4,2044,0,1,0,0,1,0
3677,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,30.55,30,0,0,0,0,0,1
3678,1,0,1,1,16,1,2,0,2,2,0,2,2,2,0,84.9,1398,0,0,0,0,1,0
3679,1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,20.1,20,1,0,0,0,0,1
3680,1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,40.65,328,1,0,0,0,0,1
3681,1,1,1,0,46,1,2,1,0,0,2,0,2,2,1,101.0,4680,1,0,0,0,1,0
3682,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,69.1,69,1,0,0,0,1,0
3683,1,0,1,0,71,1,0,0,2,0,0,2,0,0,0,54.5,3778,0,0,1,0,0,0
3684,1,0,0,0,43,1,2,1,0,0,0,0,0,0,1,75.35,3161,0,0,0,1,0,0
3685,1,0,1,0,50,0,1,0,2,0,0,2,2,0,1,44.45,2188,0,1,0,0,0,0
3686,0,0,0,0,13,1,2,1,0,0,0,0,0,0,1,75.0,999,1,0,0,0,0,1
3687,1,0,1,1,19,1,0,1,0,2,0,2,2,2,0,100.0,1888,1,1,0,0,0,0
3688,0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,98.05,3990,0,0,0,0,0,0
3689,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,71.15,71,1,0,0,0,1,0
3690,0,0,0,0,24,0,1,0,0,2,2,0,2,2,1,54.15,1240,1,0,0,1,0,0
3691,0,0,1,0,40,1,2,0,0,2,0,0,2,0,0,63.9,2635,0,1,0,0,0,0
3692,0,0,1,1,3,1,2,0,0,2,2,0,2,0,1,69.15,235,0,0,0,0,0,0
3693,0,0,0,0,37,1,2,0,2,0,0,0,2,0,0,64.65,2347,0,1,0,0,0,0
3694,0,0,1,1,67,1,2,1,2,0,2,2,2,2,1,108.75,7156,1,0,1,1,0,0
3695,0,0,1,1,32,1,2,1,0,2,0,0,2,2,1,98.85,3089,0,0,0,0,1,0
3696,0,0,1,0,6,1,0,0,0,0,0,2,0,0,1,49.15,270,1,0,0,0,1,0
3697,0,0,1,1,32,1,2,1,2,0,0,0,2,0,0,89.6,2901,0,0,0,0,1,0
3698,0,0,0,0,59,1,2,1,0,2,2,0,0,0,1,83.25,4949,0,0,0,0,1,0
3699,0,0,1,0,30,1,0,0,0,2,2,2,0,2,0,70.25,2198,0,1,0,0,0,0
3700,1,0,0,1,20,1,0,2,1,1,1,1,1,1,1,19.4,374,1,0,0,0,1,0
3701,0,0,1,1,27,1,2,2,1,1,1,1,1,1,0,24.5,761,0,0,1,0,1,0
3702,0,1,0,0,20,1,2,1,2,0,0,0,0,0,1,79.15,1520,1,0,0,0,1,0
3703,1,0,0,1,9,1,0,2,1,1,1,1,1,1,0,20.1,190,0,1,0,0,0,1
3704,0,0,1,1,68,1,2,0,2,2,2,0,2,0,1,73.0,5163,0,1,0,1,0,0
3705,0,0,1,1,69,1,2,0,2,0,0,2,0,0,0,61.4,4059,0,0,1,1,0,0
3706,1,0,0,0,26,1,2,1,0,0,2,2,0,0,1,84.3,2281,0,0,0,0,0,1
3707,1,0,1,1,69,1,0,2,1,1,1,1,1,1,0,19.9,1356,0,0,1,0,0,0
3708,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,20.4,231,0,0,1,0,0,1
3709,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,50.75,50,0,0,0,0,0,1
3710,1,0,1,1,10,1,0,2,1,1,1,1,1,1,0,20.45,242,0,1,0,0,0,1
3711,0,0,1,1,55,1,2,0,2,2,0,2,0,2,1,75.75,4264,0,1,0,0,0,0
3712,1,0,0,0,44,1,0,0,2,0,0,2,2,0,0,65.4,2774,0,1,0,0,1,0
3713,1,1,1,0,46,1,0,1,0,0,0,0,0,2,1,80.4,3605,1,0,0,0,1,0
3714,1,0,1,1,69,1,0,0,2,2,2,0,0,0,1,59.75,4069,0,0,1,0,0,0
3715,1,1,0,0,11,1,0,1,0,0,0,0,0,2,1,78.5,874,0,0,0,0,1,0
3716,0,0,1,0,11,1,2,1,0,2,0,0,2,2,1,102.0,1145,1,0,0,0,1,0
3717,1,0,0,0,29,1,0,0,0,0,2,0,0,0,0,48.95,1323,0,0,0,0,0,0
3718,0,0,1,0,57,1,2,1,2,0,0,0,2,2,1,99.65,5497,0,0,0,0,1,0
3719,1,0,0,0,28,1,0,2,1,1,1,1,1,1,0,18.25,534,0,1,0,1,0,0
3720,0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,54.55,2455,0,0,0,1,0,0
3721,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,20.65,38,1,0,0,0,0,1
3722,1,0,0,1,23,0,1,0,2,2,0,2,0,0,0,40.65,947,0,1,0,0,0,0
3723,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,20.45,357,0,0,0,0,0,1
3724,1,0,1,1,62,1,2,2,1,1,1,1,1,1,0,24.8,1476,0,1,0,0,0,0
3725,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,70.8,70,1,0,0,0,0,1
3726,1,0,0,0,16,1,2,1,0,0,0,2,0,2,1,89.05,1448,1,0,0,1,0,0
3727,0,0,0,0,3,1,2,1,0,0,0,0,2,2,1,96.6,291,1,0,0,0,1,0
3728,1,0,0,0,67,1,2,0,2,2,2,2,2,2,1,88.8,5903,0,1,0,0,0,0
3729,1,0,0,0,62,1,0,2,1,1,1,1,1,1,1,20.05,1201,0,0,1,1,0,0
3730,0,0,1,0,57,1,2,1,0,2,2,0,2,2,1,104.5,5921,1,0,0,1,0,0
3731,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,69.8,146,0,0,0,0,1,0
3732,0,0,1,1,23,1,2,0,2,0,2,2,2,0,1,77.15,1759,0,0,1,0,0,0
3733,0,0,0,1,25,0,1,0,2,0,0,2,0,0,0,35.05,844,0,0,1,0,0,0
3734,0,1,0,0,72,1,2,1,0,2,2,2,2,2,1,108.1,7774,0,0,1,0,0,0
3735,0,0,1,0,2,1,2,1,0,0,0,0,2,0,1,84.05,134,0,0,0,0,1,0
3736,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,20.2,140,0,1,0,0,0,0
3737,0,0,0,0,5,1,2,0,0,0,0,0,0,0,1,50.6,249,1,0,0,0,0,1
3738,1,0,0,0,35,0,1,0,0,0,2,0,2,2,0,49.2,1701,0,0,0,0,1,0
3739,1,0,0,0,24,1,2,2,1,1,1,1,1,1,0,24.6,592,0,1,0,0,1,0
3740,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,71.65,135,0,0,0,0,1,0
3741,1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,104.9,7732,0,0,1,1,0,0
3742,0,0,0,0,41,1,2,1,2,2,2,2,2,0,1,106.5,4282,0,0,0,0,1,0
3743,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,49.35,219,1,0,0,0,1,0
3744,1,0,0,0,26,1,0,1,0,2,0,0,0,0,0,75.5,2018,0,1,0,0,0,0
3745,1,0,0,0,7,1,0,1,0,2,0,0,2,2,1,94.25,669,1,0,0,0,1,0
3746,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,68.95,68,1,0,0,0,1,0
3747,0,0,1,1,4,1,2,0,0,2,0,2,0,0,1,58.5,224,0,0,0,0,0,1
3748,1,0,0,0,48,1,0,0,0,2,2,2,2,2,0,78.9,3771,0,0,1,1,0,0
3749,1,1,0,0,2,1,2,1,0,0,0,0,2,2,1,93.85,196,1,0,0,0,1,0
3750,0,1,1,0,12,1,0,0,2,0,2,2,2,2,1,79.2,943,0,1,0,0,1,0
3751,1,0,1,0,60,1,2,1,2,0,2,2,2,2,1,109.45,6572,0,0,0,0,0,0
3752,1,0,0,0,55,1,0,0,2,0,2,2,0,0,1,59.2,3175,0,0,1,0,1,0
3753,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,29.15,29,0,0,0,0,0,1
3755,1,0,0,0,4,1,2,1,0,0,0,0,0,0,1,76.05,318,1,0,0,0,1,0
3756,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,24.45,24,1,0,0,0,0,1
3757,0,0,0,0,42,1,0,0,0,0,2,2,0,2,0,66.5,2762,0,0,1,1,0,0
3758,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,49.55,49,0,0,0,0,0,0
3759,1,0,0,0,7,1,2,1,0,0,2,0,2,0,1,89.35,631,1,0,0,1,0,0
3760,1,0,0,0,3,1,0,1,0,0,2,0,0,0,1,73.6,232,0,0,0,1,0,0
3761,0,0,1,0,72,1,2,0,2,2,2,0,2,2,1,82.65,5919,0,0,1,1,0,0
3762,1,0,0,0,15,1,2,0,0,0,0,0,0,0,1,49.0,749,0,0,0,0,1,0
3763,1,0,1,0,4,1,0,1,0,0,0,0,2,0,1,80.35,307,1,0,0,0,1,0
3764,0,0,0,0,11,1,2,2,1,1,1,1,1,1,0,25.2,245,0,1,0,0,1,0
3765,0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,25.45,134,0,0,0,0,0,1
3766,0,1,0,0,1,1,0,0,2,0,2,0,0,0,1,55.8,55,1,0,0,0,1,0
3767,1,0,1,0,72,1,2,1,2,0,2,2,2,2,1,110.9,8240,0,0,1,1,0,0
3768,0,0,1,0,55,1,2,1,0,2,0,0,0,0,1,77.75,4266,0,0,0,1,0,0
3769,0,0,1,1,40,1,2,2,1,1,1,1,1,1,1,26.2,1077,0,0,0,0,1,0
3770,0,0,1,0,57,1,0,2,1,1,1,1,1,1,0,19.9,1115,0,0,1,0,0,0
3771,1,0,0,0,1,1,0,1,0,0,0,0,2,0,1,79.05,79,1,0,0,0,1,0
3772,1,0,1,0,1,1,0,1,2,0,0,0,2,2,1,95.0,95,1,0,0,0,1,0
3773,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25.2,25,1,0,0,0,0,1
3774,1,1,1,1,52,1,2,0,0,2,2,0,2,2,1,80.85,4079,0,1,0,0,1,0
3775,1,1,0,0,41,1,2,1,0,0,2,0,2,2,1,98.4,4187,1,0,0,0,1,0
3776,1,0,1,0,43,1,0,0,0,0,0,0,2,0,1,56.35,2391,0,1,0,0,0,1
3777,0,0,1,1,47,1,0,2,1,1,1,1,1,1,0,19.3,890,0,0,1,0,0,0
3778,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,50.4,137,0,0,0,0,0,0
3779,1,1,1,1,66,1,2,0,2,2,2,2,2,0,0,79.4,5154,1,0,1,1,0,0
3780,1,0,1,1,55,1,0,0,0,0,2,2,0,0,1,55.25,3119,0,0,1,1,0,0
3781,1,0,0,0,29,1,0,2,1,1,1,1,1,1,0,19.1,529,0,1,0,0,0,1
3782,0,0,0,1,12,1,2,1,0,0,0,0,2,0,1,84.05,966,0,0,0,0,1,0
3783,0,0,1,0,66,1,2,1,0,2,2,0,2,2,1,105.2,6936,0,0,0,0,1,0
3784,1,1,0,0,35,1,2,1,0,0,2,0,2,2,1,101.4,3496,1,0,0,0,1,0
3785,1,1,1,0,10,1,2,1,0,0,2,0,0,2,1,89.8,914,1,0,0,0,1,0
3786,1,0,1,1,27,1,2,1,0,0,0,0,0,0,1,75.75,1929,0,0,0,0,0,0
3787,0,0,0,0,58,1,0,1,0,0,0,2,2,2,1,95.3,5817,0,0,0,0,1,0
3788,1,0,1,0,54,1,0,1,2,2,2,2,2,2,0,109.75,6110,1,0,1,0,0,0
3789,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,19.85,178,0,0,0,0,0,1
3790,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,19.3,28,1,1,0,1,0,0
3791,1,0,0,0,6,1,0,1,0,0,0,0,0,0,1,69.1,435,0,0,0,0,1,0
3792,0,1,0,0,26,1,0,1,0,0,0,0,2,2,1,91.25,2351,1,0,0,0,1,0
3793,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,20.25,186,0,0,0,0,0,1
3794,1,0,1,0,8,1,0,0,0,2,2,0,0,0,1,54.75,445,0,0,0,0,0,1
3795,1,0,0,0,12,1,0,1,0,0,0,0,2,0,1,81.45,912,0,0,0,0,1,0
3796,0,0,0,0,15,1,2,0,0,0,0,0,0,0,1,49.1,679,1,0,0,0,1,0
3797,1,0,1,0,43,1,2,0,2,0,2,0,2,2,1,80.2,3581,0,1,0,0,1,0
3798,1,0,0,0,42,1,2,1,0,0,0,2,2,2,1,100.3,4222,0,0,0,0,1,0
3799,0,0,0,0,31,1,2,0,2,0,2,2,0,0,0,65.25,1994,1,0,0,1,0,0
3800,0,0,0,1,66,1,2,1,2,0,2,2,0,0,1,90.95,5930,0,0,1,1,0,0
3801,0,1,0,0,18,1,2,1,0,2,0,2,0,0,1,85.45,1505,1,0,0,0,1,0
3802,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,20.0,20,0,0,0,0,0,1
3803,1,0,1,0,61,1,2,1,0,2,0,2,2,0,1,94.1,5638,1,0,1,0,1,0
3804,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,79.85,797,0,0,0,0,1,0
3805,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,71.65,71,1,0,0,0,1,0
3806,0,1,0,0,18,1,0,1,0,2,0,0,0,0,1,73.55,1359,0,0,0,0,1,0
3807,1,0,1,0,24,1,2,1,0,2,2,0,2,2,1,104.65,2542,1,0,0,0,1,0
3808,0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,19.3,54,0,0,0,0,0,1
3809,1,0,0,0,50,1,0,2,1,1,1,1,1,1,0,20.15,989,0,1,0,1,0,0
3810,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,44.55,44,0,0,0,0,1,0
3811,1,0,0,0,2,1,0,0,2,0,0,2,0,0,1,54.45,87,0,0,0,0,0,1
3812,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,19.65,351,0,1,0,0,0,0
3813,1,0,1,1,69,1,2,1,0,2,2,0,2,2,1,105.0,7297,0,0,1,0,1,0
3814,1,0,1,0,72,1,2,0,2,2,2,2,2,2,1,88.7,6301,0,0,1,1,0,0
3815,0,0,0,0,3,1,2,1,0,0,0,0,0,0,1,74.25,210,1,0,0,0,1,0
3816,1,1,1,1,50,1,2,0,2,2,2,0,0,2,1,75.15,3822,0,0,1,0,0,0
3817,0,0,0,0,53,1,0,2,1,1,1,1,1,1,0,20.25,1048,0,0,1,0,0,1
3818,0,0,1,0,58,1,2,1,2,2,0,2,2,2,1,109.1,6393,0,0,1,1,0,0
3819,1,0,0,0,46,0,1,0,2,0,0,0,0,0,1,30.75,1489,0,1,0,0,0,0
3820,1,1,1,0,72,1,2,1,2,2,2,2,2,2,1,112.9,8061,0,0,0,1,0,0
3821,0,1,0,0,1,1,2,1,0,0,0,0,0,0,1,74.2,74,1,0,0,0,1,0
3822,0,0,1,1,6,1,2,1,0,2,2,0,2,0,1,94.05,518,0,0,0,0,0,1
3823,1,0,1,0,72,1,2,0,2,2,2,2,0,2,0,78.85,5763,0,0,1,0,0,0
3824,1,0,0,0,4,1,0,0,0,0,0,0,0,2,1,55.3,238,0,0,0,0,0,1
3825,0,0,1,1,52,1,0,2,1,1,1,1,1,1,0,19.35,1031,0,0,1,0,0,1
3826,1,0,1,1,0,1,2,2,1,1,1,1,1,1,0,25.35,1397,0,0,1,0,0,1
3827,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,20.45,34,0,1,0,0,0,1
3828,0,0,1,0,65,1,0,2,1,1,1,1,1,1,0,19.35,1319,0,0,1,0,0,0
3829,1,1,1,0,43,1,2,1,0,2,0,0,2,2,1,101.0,4388,1,0,0,0,1,0
3830,1,0,1,0,4,1,2,1,0,2,0,0,2,2,1,100.2,420,1,0,0,0,1,0
3831,1,1,1,0,25,1,2,1,2,0,0,0,0,2,1,89.05,2177,1,1,0,0,1,0
3832,0,0,1,0,51,1,2,0,0,2,0,2,2,2,1,78.65,3950,0,1,0,1,0,0
3833,1,0,0,0,12,1,2,0,0,0,2,0,2,2,0,74.75,827,0,0,0,0,0,0
3834,0,0,1,1,57,1,0,0,2,0,0,0,2,2,1,70.1,3913,1,1,0,0,0,0
3835,0,0,1,1,24,1,0,2,1,1,1,1,1,1,0,19.9,533,0,1,0,0,0,1
3836,0,0,1,0,64,1,2,0,0,0,2,2,0,0,0,58.35,3756,0,1,0,0,0,0
3837,0,0,0,0,4,1,0,1,0,2,2,2,2,2,1,105.65,443,1,1,0,0,1,0
3838,0,0,0,0,26,1,2,1,0,0,2,0,2,2,1,100.5,2599,0,0,0,0,0,0
3839,0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,20.05,284,0,0,0,0,0,1
3840,1,1,1,0,64,1,2,2,1,1,1,1,1,1,0,25.65,1740,0,0,1,1,0,0
3841,1,1,1,0,36,1,2,1,0,2,0,0,2,2,1,96.5,3436,1,0,0,0,1,0
3842,0,0,1,0,27,1,2,1,0,0,0,0,2,2,0,95.0,2462,0,0,0,1,0,0
3843,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,70.85,70,1,0,0,0,0,1
3844,0,0,0,0,35,1,2,0,2,0,2,2,2,2,1,85.95,3110,1,1,0,1,0,0
3845,1,0,0,0,4,1,0,1,0,0,2,0,0,0,1,73.9,280,1,0,0,0,1,0
3846,0,0,1,1,8,1,0,0,0,0,0,0,0,0,1,45.45,411,0,0,0,0,1,0
3847,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,20.0,198,0,0,0,1,0,0
3848,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,49.2,103,0,0,0,0,0,1
3849,0,0,1,0,58,1,2,1,2,2,2,0,2,2,1,109.45,6144,1,0,1,0,0,0
3850,1,0,1,0,51,1,0,0,2,2,2,2,2,2,1,83.25,4089,0,0,1,1,0,0
3851,0,0,1,1,46,1,0,2,1,1,1,1,1,1,1,19.25,864,0,0,1,0,0,1
3852,1,0,0,0,1,1,0,2,1,1,1,1,1,1,1,19.65,19,0,0,0,0,0,0
3853,1,0,0,0,46,1,2,1,0,0,0,0,0,0,0,72.8,3249,0,0,0,0,0,0
3854,0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,109.65,5405,0,0,0,0,0,0
3855,1,0,1,1,53,1,0,0,0,2,0,2,2,0,0,65.0,3363,0,0,0,1,0,0
3856,1,0,1,0,61,1,2,1,0,2,2,2,2,2,1,114.1,7132,0,0,0,0,1,0
3857,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,20.65,93,0,0,0,0,0,0
3858,1,0,0,0,47,1,0,0,2,2,2,2,2,2,1,86.95,4138,0,1,0,0,0,0
3859,0,0,0,0,54,1,2,1,0,2,2,0,2,0,1,94.75,5121,0,1,0,0,0,0
3860,1,0,0,1,19,0,1,0,0,0,0,0,0,0,1,25.35,566,0,0,0,1,0,0
3861,0,0,0,1,26,1,0,1,0,2,2,2,2,2,1,105.45,2715,0,0,1,0,1,0
3862,1,0,1,1,70,1,2,2,1,1,1,1,1,1,0,25.4,1782,0,0,1,0,0,1
3863,1,0,1,0,17,1,2,1,0,2,2,0,2,2,1,102.55,1742,0,0,0,0,1,0
3864,0,0,0,0,30,1,2,1,0,2,0,0,2,2,1,100.2,2983,1,0,0,0,1,0
3865,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,24.0,24,0,0,0,0,0,1
3866,0,0,1,1,19,1,2,2,1,1,1,1,1,1,0,25.6,485,0,0,1,0,0,1
3867,0,0,1,0,26,1,0,0,0,2,2,0,2,2,1,73.5,1905,0,0,1,1,0,0
3868,0,0,1,1,21,1,0,1,0,2,0,0,0,0,1,74.05,1565,1,0,0,0,0,0
3869,1,0,1,0,50,1,2,1,0,2,0,0,2,2,1,98.25,4858,0,1,0,0,1,0
3870,0,0,1,0,68,0,1,0,2,0,2,0,2,2,1,54.4,3723,0,1,0,0,1,0
3871,1,0,0,0,3,1,2,1,0,0,2,0,2,2,1,101.55,298,1,0,0,0,0,0
3872,1,0,1,1,9,1,0,1,0,0,2,2,2,2,0,103.1,970,0,0,0,0,1,0
3873,0,0,1,1,51,0,1,0,2,0,0,2,0,0,0,34.2,1782,0,0,1,0,0,0
3874,0,0,0,0,9,1,0,0,0,0,0,0,0,0,1,43.75,405,0,0,0,0,1,0
3875,1,1,1,1,41,1,2,1,0,2,2,2,2,2,1,111.95,4534,1,1,0,0,1,0
3876,1,0,0,0,22,1,2,1,0,2,0,0,2,2,1,100.65,2415,0,0,0,0,1,0
3877,0,0,1,1,21,0,1,0,2,0,2,0,2,2,1,55.95,1157,1,1,0,0,1,0
3878,1,0,1,1,71,1,2,1,2,2,2,2,2,2,1,116.05,8297,0,0,1,0,0,0
3879,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,45.75,45,1,0,0,0,1,0
3880,1,0,1,1,26,1,2,0,0,0,2,2,2,2,1,82.0,2083,0,1,0,1,0,0
3881,1,0,1,0,71,1,2,0,2,2,0,2,0,0,0,65.15,4681,0,0,1,0,0,0
3882,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,44.8,176,0,0,0,1,0,0
3883,0,0,0,0,12,1,2,1,2,0,0,0,0,0,1,79.8,1001,0,0,0,0,1,0
3884,0,0,1,0,18,1,2,1,0,0,0,2,2,0,1,88.85,1594,0,0,0,0,1,0
3885,0,0,0,0,3,1,2,1,0,0,0,0,0,0,1,74.95,212,0,0,0,0,1,0
3886,0,1,1,0,72,1,2,1,2,2,0,0,2,2,1,106.85,7677,0,1,0,0,0,0
3887,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,74.95,815,1,0,0,0,1,0
3888,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,80.15,80,1,0,0,1,0,0
3889,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,19.3,259,0,1,0,1,0,0
3890,0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,109.25,8109,1,1,0,0,1,0
3891,1,0,1,0,42,1,2,0,2,0,0,0,0,0,0,56.1,2386,0,1,0,1,0,0
3892,0,0,0,0,17,1,0,2,1,1,1,1,1,1,0,19.7,340,0,0,0,1,0,0
3893,0,1,0,0,7,1,0,0,0,2,0,0,0,0,1,51.3,419,0,0,0,0,0,1
3894,0,0,1,0,68,1,2,1,2,2,2,2,2,2,0,118.6,7990,0,0,1,0,0,1
3895,1,0,1,1,56,1,2,2,1,1,1,1,1,1,0,24.15,1402,0,0,1,0,0,0
3896,0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,20.3,749,0,1,0,0,0,1
3897,0,0,1,1,72,1,2,1,2,2,2,2,2,2,1,115.5,8425,0,0,1,0,1,0
3898,0,0,0,0,48,1,2,2,1,1,1,1,1,1,0,25.05,1171,0,1,0,1,0,0
3899,0,1,1,0,52,1,2,1,2,2,2,0,2,2,1,109.1,5647,0,0,0,0,1,0
3900,0,0,1,1,35,1,0,2,1,1,1,1,1,1,0,19.65,708,0,1,0,0,0,1
3901,1,0,1,0,67,1,2,1,0,2,2,2,2,2,1,111.3,7567,0,0,1,0,0,0
3902,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,29.9,29,0,0,0,0,0,1
3903,1,0,0,0,53,1,0,1,0,2,0,2,0,0,1,80.6,4348,0,0,0,0,0,1
3904,1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,20.8,635,0,0,0,0,0,1
3905,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,35.2,108,1,0,0,1,0,0
3906,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,78.8,78,1,0,0,0,1,0
3907,1,0,0,0,19,1,0,1,0,0,2,2,2,0,0,89.95,1682,0,0,0,0,0,1
3908,0,1,1,0,60,1,2,1,2,2,2,2,2,2,1,116.05,6925,0,0,1,0,0,0
3909,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,19.55,223,0,0,1,1,0,0
3910,0,0,0,0,47,1,2,1,0,2,2,0,2,2,1,106.4,5127,1,0,0,0,1,0
3911,1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,49.4,874,1,0,0,0,1,0
3912,0,0,1,1,60,1,2,1,2,2,2,2,2,2,0,115.25,6758,0,0,1,1,0,0
3913,1,0,1,0,72,1,2,2,1,1,1,1,1,1,0,24.8,1874,0,0,1,1,0,0
3914,1,0,0,0,39,1,0,2,1,1,1,1,1,1,0,19.9,791,0,1,0,0,0,1
3915,0,0,1,0,59,1,0,1,2,0,2,0,0,0,1,81.25,4639,0,1,0,1,0,0
3916,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,69.95,143,0,0,0,0,0,1
3917,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,69.1,69,1,0,0,0,1,0
3918,1,0,1,1,20,1,0,1,0,0,0,0,2,2,1,90.2,1776,1,0,0,0,1,0
3919,0,0,0,0,6,1,2,1,0,0,0,0,2,2,1,93.55,536,1,0,0,0,0,0
3920,1,0,0,0,71,1,2,1,0,0,2,2,0,0,1,86.4,6172,0,0,1,1,0,0
3921,0,0,1,0,24,1,2,0,2,2,2,0,0,0,0,66.3,1559,0,0,0,0,0,1
3922,1,1,1,0,67,1,2,1,0,0,0,0,2,2,1,94.65,6079,0,0,0,1,0,0
